AnnoMese,Postazione,Giorno,N Giorno Settimana,Strada,Transiti - Totale,Transiti - Non Classificato,Transiti - Leggeri,Transiti - Pesanti,Transiti - Diurno,Transiti - Notturno,Transiti - Feriali,Transiti - Festivi
2019/05,630,30/05/2019,4,SS 726 (tg Cesena) tra intersezione ex SS 71BIS e l'intersezione SP 304R,,,,,,,,
2019/05,630,31/05/2019,5,SS 726 (tg Cesena) tra intersezione ex SS 71BIS e l'intersezione SP 304R,,,,,,,,
2019/05,631,29/05/2019,3,SS 3Bis/E 45 tra Sarsina e San Piero in Bagno,,,,,,,,
2019/05,631,30/05/2019,4,SS 3Bis/E 45 tra Sarsina e San Piero in Bagno,,,,,,,,
2019/05,631,31/05/2019,5,SS 3Bis/E 45 tra Sarsina e San Piero in Bagno,,,,,,,,
2019/05,632,29/05/2019,3,SS 724Dir/tangenziale complanare sud alla A 1 in direzione Reggio Emilia - tra intersezione Modena/Sassuolo e intersezione SS 12,8046,10,7660,385,6307,1739,8046,0
2019/05,632,30/05/2019,4,SS 724Dir/tangenziale complanare sud alla A 1 in direzione Reggio Emilia - tra intersezione Modena/Sassuolo e intersezione SS 12,8253,00,7869,384,6396,1857,8253,0
2019/05,632,31/05/2019,5,SS 724Dir/tangenziale complanare sud alla A 1 in direzione Reggio Emilia - tra intersezione Modena/Sassuolo e intersezione SS 12,8269,00,7885,384,6302,1967,8269,0
2019/05,633,29/05/2019,3,SS 724Dir/tangenziale complanare sud alla A 1 in direzione Bologna - tra intersezione Modena/Sassuolo e intersezione SS12,8030,10,7559,470,6032,1998,8030,0
2019/05,633,30/05/2019,4,SS 724Dir/tangenziale complanare sud alla A 1 in direzione Bologna - tra intersezione Modena/Sassuolo e intersezione SS12,8416,00,7914,502,6212,2204,8416,0
2019/05,633,31/05/2019,5,SS 724Dir/tangenziale complanare sud alla A 1 in direzione Bologna - tra intersezione Modena/Sassuolo e intersezione SS12,8634,00,8105,529,6383,2251,8634,0
2019/05,634,29/05/2019,3,SS 12 tra Pavullo e intersezione SP 31,,,,,,,,
2019/05,634,30/05/2019,4,SS 12 tra Pavullo e intersezione SP 31,,,,,,,,
2019/05,634,31/05/2019,5,SS 12 tra Pavullo e intersezione SP 31,,,,,,,,
2019/05,635,29/05/2019,3,SS 725 (tg sud Piacenza) tra intersezione SS 45 e l'intersezione SP 6,45629,20,42434,3193,36130,9499,45629,0
2019/05,635,30/05/2019,4,SS 725 (tg sud Piacenza) tra intersezione SS 45 e l'intersezione SP 6,47368,00,43826,3542,37072,10296,47368,0
2019/05,635,31/05/2019,5,SS 725 (tg sud Piacenza) tra intersezione SS 45 e l'intersezione SP 6,47996,00,44744,3252,36534,11462,47996,0
2019/05,636,29/05/2019,3,SS 9Var tra la tangenziale nord di Parma (intersezione SP 343R) e l'intersezione SP 62R,57014,100,53682,3322,44811,12203,57014,0
2019/05,636,30/05/2019,4,SS 9Var tra la tangenziale nord di Parma (intersezione SP 343R) e l'intersezione SP 62R,56851,70,53417,3427,43826,13025,56851,0
2019/05,636,31/05/2019,5,SS 9Var tra la tangenziale nord di Parma (intersezione SP 343R) e l'intersezione SP 62R,57719,30,54323,3393,43991,13728,57719,0
2019/05,637,29/05/2019,3,SS 62 tra Fornovo di Taro e Collecchio,13901,00,13039,862,10790,3111,13901,0
2019/05,637,30/05/2019,4,SS 62 tra Fornovo di Taro e Collecchio,14608,00,13783,825,11239,3369,14608,0
2019/05,637,31/05/2019,5,SS 62 tra Fornovo di Taro e Collecchio,15755,00,14798,957,11825,3930,15755,0
2019/05,638,29/05/2019,3,SS 9 tra la tangenziale nord di Reggio Emilia e Sant'Ilario d'Enza,20100,00,18392,1708,14759,5341,20100,0
2019/05,638,30/05/2019,4,SS 9 tra la tangenziale nord di Reggio Emilia e Sant'Ilario d'Enza,20483,00,18689,1794,14575,5908,20483,0
2019/05,638,31/05/2019,5,SS 9 tra la tangenziale nord di Reggio Emilia e Sant'Ilario d'Enza,21300,00,19671,1629,14560,6740,21300,0
2019/05,639,29/05/2019,3,SS 63 località Casina (variante abitato),6619,00,6329,290,5040,1579,6619,0
2019/05,639,30/05/2019,4,SS 63 località Casina (variante abitato),7095,10,6766,328,5310,1785,7095,0
2019/05,639,31/05/2019,5,SS 63 località Casina (variante abitato),7409,00,7054,355,5431,1978,7409,0
2019/05,651,29/05/2019,3,SS 9 da Imola a Castelbolognese (al confine provinciale),16632,00,16030,602,12533,4099,16632,0
2019/05,651,30/05/2019,4,SS 9 da Imola a Castelbolognese (al confine provinciale),16786,00,16077,709,12425,4361,16786,0
2019/05,651,31/05/2019,5,SS 9 da Imola a Castelbolognese (al confine provinciale),17933,00,17261,672,12875,5058,17933,0
2019/05,652,29/05/2019,3,SS 16 dal bivio SP 610R ad Argenta,12127,00,10892,1235,9632,2495,12127,0
2019/05,652,30/05/2019,4,SS 16 dal bivio SP 610R ad Argenta,13203,00,11773,1430,10411,2792,13203,0
2019/05,652,31/05/2019,5,SS 16 dal bivio SP 610R ad Argenta,13849,00,12571,1278,10543,3306,13849,0
2019/05,653,29/05/2019,3,SP 254R dal ponte sul fiume Savio alla SS 16,9028,00,8806,222,6953,2075,9028,0
2019/05,653,30/05/2019,4,SP 254R dal ponte sul fiume Savio alla SS 16,10199,00,9947,252,7662,2537,10199,0
2019/05,653,31/05/2019,5,SP 254R dal ponte sul fiume Savio alla SS 16,12026,00,11788,238,8621,3405,12026,0
2019/05,654,29/05/2019,3,SP 7IBisR dal bivio SSPP 32/33ter alla SS 16,13089,00,12602,487,10179,2910,13089,0
2019/05,654,30/05/2019,4,SP 7IBisR dal bivio SSPP 32/33ter alla SS 16,14467,00,13973,494,10927,3540,14467,0
2019/05,654,31/05/2019,5,SP 7IBisR dal bivio SSPP 32/33ter alla SS 16,18173,00,17564,609,12831,5342,18173,0
2019/05,661,29/05/2019,3,SP 15 tra Tresigallo e Massa Fiscaglia,3302,00,3188,114,2615,687,3302,0
2019/05,661,30/05/2019,4,SP 15 tra Tresigallo e Massa Fiscaglia,3628,30,3505,120,2881,747,3628,0
2019/05,661,31/05/2019,5,SP 15 tra Tresigallo e Massa Fiscaglia,3859,10,3721,137,2884,975,3859,0
2019/05,662,29/05/2019,3,SP 2 tra intersezione SP 14 e Copparo,13655,00,13179,476,10857,2798,13655,0
2019/05,662,30/05/2019,4,SP 2 tra intersezione SP 14 e Copparo,13446,10,12892,553,10616,2830,13446,0
2019/05,662,31/05/2019,5,SP 2 tra intersezione SP 14 e Copparo,13973,00,13503,470,10788,3185,13973,0
2019/05,663,29/05/2019,3,SP 60 tra intersezione SP 68 e SP62,3228,00,2770,458,2523,705,3228,0
2019/05,663,30/05/2019,4,SP 60 tra intersezione SP 68 e SP62,3406,00,3017,389,2613,793,3406,0
2019/05,663,31/05/2019,5,SP 60 tra intersezione SP 68 e SP62,3833,00,3381,452,2799,1034,3833,0
2019/05,665,29/05/2019,3,SP 1 tra intersezione SP7 a Piacenza,12599,00,11827,772,9927,2672,12599,0
2019/05,665,30/05/2019,4,SP 1 tra intersezione SP7 a Piacenza,13219,10,12380,838,10257,2962,13219,0
2019/05,665,31/05/2019,5,SP 1 tra intersezione SP7 a Piacenza,13567,00,12723,844,10120,3447,13567,0
2019/05,666,29/05/2019,3,SP 3 tra via Monda e via Caminate,8008,00,7562,446,6321,1687,8008,0
2019/05,666,30/05/2019,4,SP 3 tra via Monda e via Caminate,8323,10,7844,478,6455,1868,8323,0
2019/05,666,31/05/2019,5,SP 3 tra via Monda e via Caminate,8403,00,7907,496,6326,2077,8403,0
2019/05,670,29/05/2019,3,SP 114 dalla rotatoria SP 114/viale Parisoli alla rotatoria SP467,17726,10,16968,757,14048,3678,17726,0
2019/05,670,30/05/2019,4,SP 114 dalla rotatoria SP 114/viale Parisoli alla rotatoria SP467,17812,00,16961,851,13945,3867,17812,0
2019/05,670,31/05/2019,5,SP 114 dalla rotatoria SP 114/viale Parisoli alla rotatoria SP467,17341,00,16538,803,13417,3924,17341,0
2019/05,6,15/05/2019,3,SS 12 tra Fiumalbo e Abetone,916,00,896,20,759,157,916,0
2019/05,6,16/05/2019,4,SS 12 tra Fiumalbo e Abetone,1021,00,986,35,870,151,1021,0
2019/05,6,17/05/2019,5,SS 12 tra Fiumalbo e Abetone,1165,10,1119,45,953,212,1165,0
2019/05,6,18/05/2019,6,SS 12 tra Fiumalbo e Abetone,944,00,926,18,754,190,0,944
2019/05,6,19/05/2019,7,SS 12 tra Fiumalbo e Abetone,980,00,974,6,784,196,0,980
2019/05,6,20/05/2019,1,SS 12 tra Fiumalbo e Abetone,984,00,951,33,841,143,984,0
2019/05,6,21/05/2019,2,SS 12 tra Fiumalbo e Abetone,1001,00,967,34,854,147,1001,0
2019/05,6,22/05/2019,3,SS 12 tra Fiumalbo e Abetone,1017,10,986,30,855,162,1017,0
2019/05,6,23/05/2019,4,SS 12 tra Fiumalbo e Abetone,1105,00,1069,36,916,189,1105,0
2019/05,6,24/05/2019,5,SS 12 tra Fiumalbo e Abetone,1217,00,1184,33,998,219,1217,0
2019/05,6,25/05/2019,6,SS 12 tra Fiumalbo e Abetone,1246,00,1225,21,978,268,0,1246
2019/05,6,26/05/2019,7,SS 12 tra Fiumalbo e Abetone,1106,00,1105,1,920,186,0,1106
2019/05,6,27/05/2019,1,SS 12 tra Fiumalbo e Abetone,915,00,879,36,781,134,915,0
2019/05,6,28/05/2019,2,SS 12 tra Fiumalbo e Abetone,996,00,970,26,817,179,996,0
2019/05,7,15/05/2019,3,SS 64 tra Porretta Terme e Sambuca Pistoiese,6991,10,6750,240,5702,1289,6991,0
2019/05,7,16/05/2019,4,SS 64 tra Porretta Terme e Sambuca Pistoiese,6841,00,6625,216,5438,1403,6841,0
2019/05,7,17/05/2019,5,SS 64 tra Porretta Terme e Sambuca Pistoiese,7394,10,7170,223,5865,1529,7394,0
2019/05,7,18/05/2019,6,SS 64 tra Porretta Terme e Sambuca Pistoiese,7118,00,7004,114,5660,1458,0,7118
2019/05,7,19/05/2019,7,SS 64 tra Porretta Terme e Sambuca Pistoiese,5125,00,5083,42,3872,1253,0,5125
2019/05,7,20/05/2019,1,SS 64 tra Porretta Terme e Sambuca Pistoiese,6951,10,6752,198,5641,1310,6951,0
2019/05,7,21/05/2019,2,SS 64 tra Porretta Terme e Sambuca Pistoiese,6774,10,6575,198,5396,1378,6774,0
2019/05,7,22/05/2019,3,SS 64 tra Porretta Terme e Sambuca Pistoiese,6913,00,6681,232,5532,1381,6913,0
2019/05,7,23/05/2019,4,SS 64 tra Porretta Terme e Sambuca Pistoiese,6599,00,6380,219,5277,1322,6599,0
2019/05,7,24/05/2019,5,SS 64 tra Porretta Terme e Sambuca Pistoiese,7566,20,7340,224,5926,1640,7566,0
2019/05,7,25/05/2019,6,SS 64 tra Porretta Terme e Sambuca Pistoiese,7844,10,7749,94,6150,1694,0,7844
2019/05,7,26/05/2019,7,SS 64 tra Porretta Terme e Sambuca Pistoiese,6211,00,6185,26,4822,1389,0,6211
2019/05,7,27/05/2019,1,SS 64 tra Porretta Terme e Sambuca Pistoiese,6318,00,6113,205,5140,1178,6318,0
2019/05,7,28/05/2019,2,SS 64 tra Porretta Terme e Sambuca Pistoiese,6747,10,6556,190,5430,1317,6747,0
2019/05,9,15/05/2019,3,SS 67 tra Rocca San Casciano e Portico San Benedetto,1170,00,1096,74,946,224,1170,0
2019/05,9,16/05/2019,4,SS 67 tra Rocca San Casciano e Portico San Benedetto,1245,00,1150,95,1002,243,1245,0
2019/05,9,17/05/2019,5,SS 67 tra Rocca San Casciano e Portico San Benedetto,1376,10,1278,97,1097,279,1376,0
2019/05,9,18/05/2019,6,SS 67 tra Rocca San Casciano e Portico San Benedetto,1161,00,1133,28,939,222,0,1161
2019/05,9,19/05/2019,7,SS 67 tra Rocca San Casciano e Portico San Benedetto,1053,00,1043,10,805,248,0,1053
2019/05,9,20/05/2019,1,SS 67 tra Rocca San Casciano e Portico San Benedetto,1136,00,1068,68,912,224,1136,0
2019/05,9,21/05/2019,2,SS 67 tra Rocca San Casciano e Portico San Benedetto,1285,10,1209,75,1023,262,1285,0
2019/05,9,22/05/2019,3,SS 67 tra Rocca San Casciano e Portico San Benedetto,1247,00,1175,72,1026,221,1247,0
2019/05,9,23/05/2019,4,SS 67 tra Rocca San Casciano e Portico San Benedetto,1273,00,1190,83,1016,257,1273,0
2019/05,9,24/05/2019,5,SS 67 tra Rocca San Casciano e Portico San Benedetto,1408,00,1329,79,1051,357,1408,0
2019/05,9,25/05/2019,6,SS 67 tra Rocca San Casciano e Portico San Benedetto,1407,00,1372,35,1078,329,0,1407
2019/05,9,26/05/2019,7,SS 67 tra Rocca San Casciano e Portico San Benedetto,1347,00,1344,3,1119,228,0,1347
2019/05,9,27/05/2019,1,SS 67 tra Rocca San Casciano e Portico San Benedetto,1160,00,1099,61,951,209,1160,0
2019/05,9,28/05/2019,2,SS 67 tra Rocca San Casciano e Portico San Benedetto,1163,00,1100,63,940,223,1163,0
2019/05,16,15/05/2019,3,SP 69 in località Pilastri al Confine regionale,1585,00,1433,152,1269,316,1585,0
2019/05,16,16/05/2019,4,SP 69 in località Pilastri al Confine regionale,1605,00,1461,144,1266,339,1605,0
2019/05,16,17/05/2019,5,SP 69 in località Pilastri al Confine regionale,1693,10,1554,138,1318,375,1693,0
2019/05,16,18/05/2019,6,SP 69 in località Pilastri al Confine regionale,1302,00,1260,42,935,367,0,1302
2019/05,16,19/05/2019,7,SP 69 in località Pilastri al Confine regionale,1182,00,1171,11,752,430,0,1182
2019/05,16,20/05/2019,1,SP 69 in località Pilastri al Confine regionale,1492,00,1364,128,1174,318,1492,0
2019/05,16,21/05/2019,2,SP 69 in località Pilastri al Confine regionale,1529,00,1396,133,1212,317,1529,0
2019/05,16,22/05/2019,3,SP 69 in località Pilastri al Confine regionale,1596,10,1447,148,1267,329,1596,0
2019/05,16,23/05/2019,4,SP 69 in località Pilastri al Confine regionale,1517,00,1373,144,1172,345,1517,0
2019/05,16,24/05/2019,5,SP 69 in località Pilastri al Confine regionale,1671,00,1529,142,1259,412,1671,0
2019/05,16,25/05/2019,6,SP 69 in località Pilastri al Confine regionale,1493,00,1430,63,1106,387,0,1493
2019/05,16,26/05/2019,7,SP 69 in località Pilastri al Confine regionale,1444,00,1424,20,1017,427,0,1444
2019/05,16,27/05/2019,1,SP 69 in località Pilastri al Confine regionale,1444,10,1330,113,1131,313,1444,0
2019/05,16,28/05/2019,2,SP 69 in località Pilastri al Confine regionale,1555,00,1420,135,1212,343,1555,0
2019/05,17,15/05/2019,3,SS 12 al Confine regionale (Lombardia),11183,00,10156,1027,8509,2674,11183,0
2019/05,17,16/05/2019,4,SS 12 al Confine regionale (Lombardia),11077,00,9900,1177,8286,2791,11077,0
2019/05,17,17/05/2019,5,SS 12 al Confine regionale (Lombardia),11751,00,10585,1166,8877,2874,11751,0
2019/05,17,18/05/2019,6,SS 12 al Confine regionale (Lombardia),9333,00,9104,229,6584,2749,0,9333
2019/05,17,19/05/2019,7,SS 12 al Confine regionale (Lombardia),6927,00,6884,43,4595,2332,0,6927
2019/05,17,20/05/2019,1,SS 12 al Confine regionale (Lombardia),10749,00,9762,987,8487,2262,10749,0
2019/05,17,21/05/2019,2,SS 12 al Confine regionale (Lombardia),11022,00,9902,1120,8503,2519,11022,0
2019/05,17,22/05/2019,3,SS 12 al Confine regionale (Lombardia),11097,00,10011,1086,8566,2531,11097,0
2019/05,17,23/05/2019,4,SS 12 al Confine regionale (Lombardia),11039,00,9955,1084,8395,2644,11039,0
2019/05,17,24/05/2019,5,SS 12 al Confine regionale (Lombardia),11690,00,10585,1105,8746,2944,11690,0
2019/05,17,25/05/2019,6,SS 12 al Confine regionale (Lombardia),9182,00,8941,241,6437,2745,0,9182
2019/05,17,26/05/2019,7,SS 12 al Confine regionale (Lombardia),7654,00,7601,53,5100,2554,0,7654
2019/05,17,27/05/2019,1,SS 12 al Confine regionale (Lombardia),10626,00,9609,1017,8361,2265,10626,0
2019/05,17,28/05/2019,2,SS 12 al Confine regionale (Lombardia),10807,00,9725,1082,8455,2352,10807,0
2019/05,19,15/05/2019,3,SP 343R tra Colorno e Casalmaggiore,937,00,865,72,751,186,937,0
2019/05,19,16/05/2019,4,SP 343R tra Colorno e Casalmaggiore,984,00,904,80,790,194,984,0
2019/05,19,17/05/2019,5,SP 343R tra Colorno e Casalmaggiore,995,00,928,67,823,172,995,0
2019/05,19,18/05/2019,6,SP 343R tra Colorno e Casalmaggiore,693,00,676,17,556,137,0,693
2019/05,19,19/05/2019,7,SP 343R tra Colorno e Casalmaggiore,529,00,526,3,444,85,0,529
2019/05,19,20/05/2019,1,SP 343R tra Colorno e Casalmaggiore,984,00,898,86,813,171,984,0
2019/05,19,21/05/2019,2,SP 343R tra Colorno e Casalmaggiore,936,00,850,86,749,187,936,0
2019/05,19,22/05/2019,3,SP 343R tra Colorno e Casalmaggiore,960,00,883,77,759,201,960,0
2019/05,19,23/05/2019,4,SP 343R tra Colorno e Casalmaggiore,1087,00,990,97,860,227,1087,0
2019/05,19,24/05/2019,5,SP 343R tra Colorno e Casalmaggiore,1017,00,930,87,835,182,1017,0
2019/05,19,25/05/2019,6,SP 343R tra Colorno e Casalmaggiore,761,00,739,22,585,176,0,761
2019/05,19,26/05/2019,7,SP 343R tra Colorno e Casalmaggiore,569,00,556,13,450,119,0,569
2019/05,19,27/05/2019,1,SP 343R tra Colorno e Casalmaggiore,1009,00,911,98,825,184,1009,0
2019/05,19,28/05/2019,2,SP 343R tra Colorno e Casalmaggiore,969,00,872,97,783,186,969,0
2019/05,25,15/05/2019,3,SS 9 tra San Prospero (Case Crostolo) e Sant'Ilario d'Enza,30749,30,28477,2269,22500,8249,30749,0
2019/05,25,16/05/2019,4,SS 9 tra San Prospero (Case Crostolo) e Sant'Ilario d'Enza,26633,90,24640,1984,17675,8958,26633,0
2019/05,25,17/05/2019,5,SS 9 tra San Prospero (Case Crostolo) e Sant'Ilario d'Enza,29986,30,27956,2027,20431,9555,29986,0
2019/05,25,18/05/2019,6,SS 9 tra San Prospero (Case Crostolo) e Sant'Ilario d'Enza,30254,10,29684,569,20778,9476,0,30254
2019/05,25,19/05/2019,7,SS 9 tra San Prospero (Case Crostolo) e Sant'Ilario d'Enza,25617,20,25472,143,17707,7910,0,25617
2019/05,25,20/05/2019,1,SS 9 tra San Prospero (Case Crostolo) e Sant'Ilario d'Enza,29624,40,27538,2082,21870,7754,29624,0
2019/05,25,21/05/2019,2,SS 9 tra San Prospero (Case Crostolo) e Sant'Ilario d'Enza,31440,50,29030,2405,22980,8460,31440,0
2019/05,25,22/05/2019,3,SS 9 tra San Prospero (Case Crostolo) e Sant'Ilario d'Enza,25681,00,23853,1828,17297,8384,25681,0
2019/05,25,23/05/2019,4,SS 9 tra San Prospero (Case Crostolo) e Sant'Ilario d'Enza,31624,40,29367,2253,23003,8621,31624,0
2019/05,25,24/05/2019,5,SS 9 tra San Prospero (Case Crostolo) e Sant'Ilario d'Enza,32317,70,30152,2158,22943,9374,32317,0
2019/05,25,25/05/2019,6,SS 9 tra San Prospero (Case Crostolo) e Sant'Ilario d'Enza,30138,20,29555,581,19952,10186,0,30138
2019/05,25,26/05/2019,7,SS 9 tra San Prospero (Case Crostolo) e Sant'Ilario d'Enza,26611,00,26435,176,17560,9051,0,26611
2019/05,25,27/05/2019,1,SS 9 tra San Prospero (Case Crostolo) e Sant'Ilario d'Enza,29266,10,27254,2011,21883,7383,29266,0
2019/05,25,28/05/2019,2,SS 9 tra San Prospero (Case Crostolo) e Sant'Ilario d'Enza,30461,10,28266,2194,22752,7709,30461,0
2019/05,29,15/05/2019,3,SS 9 tra Modena e Rubiera,20575,00,18789,1786,14577,5998,20575,0
2019/05,29,16/05/2019,4,SS 9 tra Modena e Rubiera,22672,00,20369,2303,16549,6123,22672,0
2019/05,29,18/05/2019,6,SS 9 tra Modena e Rubiera,27830,00,27405,425,19860,7970,0,27830
2019/05,29,19/05/2019,7,SS 9 tra Modena e Rubiera,25073,00,24831,242,17893,7180,0,25073
2019/05,29,20/05/2019,1,SS 9 tra Modena e Rubiera,24416,00,22181,2235,18491,5925,24416,0
2019/05,29,21/05/2019,2,SS 9 tra Modena e Rubiera,23834,00,21498,2336,17581,6253,23834,0
2019/05,29,22/05/2019,3,SS 9 tra Modena e Rubiera,24527,00,22171,2356,18153,6374,24527,0
2019/05,29,24/05/2019,5,SS 9 tra Modena e Rubiera,25691,00,23472,2219,18257,7434,25691,0
2019/05,29,25/05/2019,6,SS 9 tra Modena e Rubiera,24455,00,24059,396,16219,8236,0,24455
2019/05,29,26/05/2019,7,SS 9 tra Modena e Rubiera,22728,00,22532,196,15574,7154,0,22728
2019/05,29,27/05/2019,1,SS 9 tra Modena e Rubiera,23369,00,21342,2027,17544,5825,23369,0
2019/05,29,28/05/2019,2,SS 9 tra Modena e Rubiera,24441,00,22153,2288,18077,6364,24441,0
2019/05,52,15/05/2019,3,SP 253 tra Sesto Imolese e Medicina,5508,00,4991,517,4044,1464,5508,0
2019/05,52,16/05/2019,4,SP 253 tra Sesto Imolese e Medicina,6525,00,5899,626,5015,1510,6525,0
2019/05,52,17/05/2019,5,SP 253 tra Sesto Imolese e Medicina,6682,00,6044,638,5079,1603,6682,0
2019/05,52,18/05/2019,6,SP 253 tra Sesto Imolese e Medicina,4860,00,4725,135,3565,1295,0,4860
2019/05,52,19/05/2019,7,SP 253 tra Sesto Imolese e Medicina,4251,00,4185,66,2964,1287,0,4251
2019/05,52,20/05/2019,1,SP 253 tra Sesto Imolese e Medicina,6297,00,5710,587,4873,1424,6297,0
2019/05,52,21/05/2019,2,SP 253 tra Sesto Imolese e Medicina,5600,00,5133,467,4120,1480,5600,0
2019/05,52,22/05/2019,3,SP 253 tra Sesto Imolese e Medicina,6941,00,6288,653,5294,1647,6941,0
2019/05,52,23/05/2019,4,SP 253 tra Sesto Imolese e Medicina,6635,00,6030,605,5109,1526,6635,0
2019/05,52,24/05/2019,5,SP 253 tra Sesto Imolese e Medicina,7048,00,6308,740,5321,1727,7048,0
2019/05,52,25/05/2019,6,SP 253 tra Sesto Imolese e Medicina,5147,00,4991,156,3784,1363,0,5147
2019/05,52,26/05/2019,7,SP 253 tra Sesto Imolese e Medicina,4720,00,4644,76,3372,1348,0,4720
2019/05,52,27/05/2019,1,SP 253 tra Sesto Imolese e Medicina,6075,00,5502,573,4752,1323,6075,0
2019/05,52,28/05/2019,2,SP 253 tra Sesto Imolese e Medicina,6211,00,5635,576,4758,1453,6211,0
2019/05,53,15/05/2019,3,SS 309 a San Giuseppe di Comacchio,9001,00,5908,3093,6699,2302,9001,0
2019/05,53,16/05/2019,4,SS 309 a San Giuseppe di Comacchio,10676,00,7084,3592,8235,2441,10676,0
2019/05,53,17/05/2019,5,SS 309 a San Giuseppe di Comacchio,11526,00,8240,3286,8488,3038,11526,0
2019/05,53,18/05/2019,6,SS 309 a San Giuseppe di Comacchio,9280,00,8298,982,6694,2586,0,9280
2019/05,53,19/05/2019,7,SS 309 a San Giuseppe di Comacchio,9467,00,9019,448,6678,2789,0,9467
2019/05,53,20/05/2019,1,SS 309 a San Giuseppe di Comacchio,10579,00,7239,3340,8038,2541,10579,0
2019/05,53,21/05/2019,2,SS 309 a San Giuseppe di Comacchio,10826,00,7024,3802,8344,2482,10826,0
2019/05,53,22/05/2019,3,SS 309 a San Giuseppe di Comacchio,10987,00,7152,3835,8427,2560,10987,0
2019/05,53,23/05/2019,4,SS 309 a San Giuseppe di Comacchio,10775,00,7254,3521,8187,2588,10775,0
2019/05,53,24/05/2019,5,SS 309 a San Giuseppe di Comacchio,11972,00,8602,3370,8863,3109,11972,0
2019/05,53,25/05/2019,6,SS 309 a San Giuseppe di Comacchio,10413,00,9435,978,7258,3155,0,10413
2019/05,53,26/05/2019,7,SS 309 a San Giuseppe di Comacchio,11154,00,10755,399,7906,3248,0,11154
2019/05,53,27/05/2019,1,SS 309 a San Giuseppe di Comacchio,10556,00,7349,3207,8096,2460,10556,0
2019/05,53,28/05/2019,2,SS 309 a San Giuseppe di Comacchio,10595,00,6881,3714,8196,2399,10595,0
2019/05,95,15/05/2019,3,SP 10R tra Castel San Giovanni e Sarmato,,,,,,,,
2019/05,95,16/05/2019,4,SP 10R tra Castel San Giovanni e Sarmato,,,,,,,,
2019/05,95,17/05/2019,5,SP 10R tra Castel San Giovanni e Sarmato,,,,,,,,
2019/05,95,18/05/2019,6,SP 10R tra Castel San Giovanni e Sarmato,,,,,,,,
2019/05,95,19/05/2019,7,SP 10R tra Castel San Giovanni e Sarmato,,,,,,,,
2019/05,95,20/05/2019,1,SP 10R tra Castel San Giovanni e Sarmato,,,,,,,,
2019/05,95,21/05/2019,2,SP 10R tra Castel San Giovanni e Sarmato,,,,,,,,
2019/05,95,22/05/2019,3,SP 10R tra Castel San Giovanni e Sarmato,,,,,,,,
2019/05,95,23/05/2019,4,SP 10R tra Castel San Giovanni e Sarmato,,,,,,,,
2019/05,95,24/05/2019,5,SP 10R tra Castel San Giovanni e Sarmato,,,,,,,,
2019/05,95,25/05/2019,6,SP 10R tra Castel San Giovanni e Sarmato,,,,,,,,
2019/05,95,26/05/2019,7,SP 10R tra Castel San Giovanni e Sarmato,,,,,,,,
2019/05,95,27/05/2019,1,SP 10R tra Castel San Giovanni e Sarmato,,,,,,,,
2019/05,95,28/05/2019,2,SP 10R tra Castel San Giovanni e Sarmato,,,,,,,,
2019/05,98,15/05/2019,3,SP 302R tra Brisighella e Marradi,3169,00,3057,112,2476,693,3169,0
2019/05,98,16/05/2019,4,SP 302R tra Brisighella e Marradi,3343,00,3204,139,2520,823,3343,0
2019/05,98,20/05/2019,1,SP 302R tra Brisighella e Marradi,3201,10,3082,118,2528,673,3201,0
2019/05,98,21/05/2019,2,SP 302R tra Brisighella e Marradi,3277,20,3115,160,2479,798,3277,0
2019/05,98,22/05/2019,3,SP 302R tra Brisighella e Marradi,3213,00,3083,130,2458,755,3213,0
2019/05,98,23/05/2019,4,SP 302R tra Brisighella e Marradi,3366,00,3182,184,2541,825,3366,0
2019/05,98,24/05/2019,5,SP 302R tra Brisighella e Marradi,3729,00,3554,175,2761,968,3729,0
2019/05,98,25/05/2019,6,SP 302R tra Brisighella e Marradi,4010,20,3950,58,2841,1169,0,4010
2019/05,98,26/05/2019,7,SP 302R tra Brisighella e Marradi,3559,10,3537,21,2233,1326,0,3559
2019/05,98,27/05/2019,1,SP 302R tra Brisighella e Marradi,2894,00,2808,86,2272,622,2894,0
2019/05,98,28/05/2019,2,SP 302R tra Brisighella e Marradi,3117,00,2974,143,2416,701,3117,0
2019/05,100,15/05/2019,3,SP 258R tra Villa Verucchio ed ex Confine regionale (località Dogana),15080,00,14017,1063,11856,3224,15080,0
2019/05,100,16/05/2019,4,SP 258R tra Villa Verucchio ed ex Confine regionale (località Dogana),15632,10,14294,1337,12199,3433,15632,0
2019/05,100,17/05/2019,5,SP 258R tra Villa Verucchio ed ex Confine regionale (località Dogana),16740,10,15401,1338,12903,3837,16740,0
2019/05,100,18/05/2019,6,SP 258R tra Villa Verucchio ed ex Confine regionale (località Dogana),14247,00,13933,314,10516,3731,0,14247
2019/05,100,19/05/2019,7,SP 258R tra Villa Verucchio ed ex Confine regionale (località Dogana),11765,00,11663,102,8565,3200,0,11765
2019/05,100,20/05/2019,1,SP 258R tra Villa Verucchio ed ex Confine regionale (località Dogana),15315,10,14054,1260,12151,3164,15315,0
2019/05,100,21/05/2019,2,SP 258R tra Villa Verucchio ed ex Confine regionale (località Dogana),15630,00,14319,1311,12224,3406,15630,0
2019/05,100,22/05/2019,3,SP 258R tra Villa Verucchio ed ex Confine regionale (località Dogana),15748,00,14436,1312,12254,3494,15748,0
